PuzzleId,Rating,FEN,Moves,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
o9V55,837,5rk1/pp3ppp/2p1p3/2q1P3/4pPQ1/r5RP/6P1/4R2K w - - 0 25,g4g7,122,89,45,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/YiLA8MBd/black#48,
FBT5r,837,r1k2b1r/ppp1p1p1/4Nn1p/4n3/8/8/PPP2PPP/RNBR2K1 w - - 1 14,d1d8,80,100,53,mate mateIn1 middlegame oneMove,https://lichess.org/qMrx28ZU/black#26,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
pbB42,837,r2q1B2/1bp1np1k/pp1p2p1/2n5/2P1P1PP/2PB1P2/P2Q4/R3K1b1 w Q - 0 20,d2h6 h7g8 h6g7,92,96,827,mate mateIn2 middlegame short,https://lichess.org/4G2i4K89/black#38,
k0Cd1,837,2rr2k1/1b3p1p/p3p1pB/1p2q3/8/P2Q1R1P/1P3PP1/3R2K1 w - - 0 26,d3d8 c8d8 d1d8,85,79,175,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IL2rudps/black#50,
9YN5f,837,r1q4k/1p1r1p1p/p3pb2/2p2p2/P6B/2PP2R1/2P3BK/8 w - - 0 30,h4f6,90,97,217,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/NzYJA12S/black#58,
yFCR2,837,2b1k3/R1p2pr1/1PNp1K2/3P4/6P1/7P/8/8 b - - 2 43,g7g6,82,89,346,endgame mate mateIn1 oneMove,https://lichess.org/TUC1smYH#85,
vDXTB,837,4R1rk/p5pp/5q1N/2p5/8/P6P/6P1/6K1 w - - 0 36,e8g8,82,79,73,endgame mate mateIn1 oneMove,https://lichess.org/Pvb24LOy/black#70,
dfOJ3,837,5k2/pp3p1Q/1b3q1p/8/1P6/P7/5PPP/1N2R1K1 b - - 0 27,f6f2 g1h1 f2e1,97,96,3869,backRankMate endgame fork mate mateIn2 short,https://lichess.org/L4IxPfV2#53,
bcbI0,838,4B1k1/5p1p/3B2p1/p7/3b4/1b4P1/7P/2R2R1K b - - 0 26,b3d5 f1f3 d5f3,89,89,728,doubleBishopMate endgame mate mateIn2 short,https://lichess.org/Le7MQkZp#51,
83Iu9,838,1k5r/pppQ1pp1/4p1b1/7p/4nqP1/1B5P/P4P2/3R2K1 w - - 2 25,d7d8 h8d8 d1d8,115,67,16,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/H6qjAwfk/black#48,
BbLDE,838,6k1/1p3pp1/7p/1p4r1/8/3Brb2/6PP/2RR2K1 w - - 0 29,c1c8 e3e8 c8e8,105,85,483,endgame master mate mateIn2 short,https://lichess.org/fj6y2tnK/black#56,
HfZK7,838,r1bqk2r/pp2p1bp/1np1P1p1/3p4/5Q2/1N3N2/PPP2PPP/R1B1K2R w KQkq - 1 13,f4f7,78,84,223,mate mateIn1 oneMove opening,https://lichess.org/KxYTxhH3/black#24,Caro-Kann_Defense Caro-Kann_Defense_Modern_Variation
M489o,838,r1bqk1r1/ppppn1bp/5Q2/8/2B1P3/8/PPP2PPP/RN2K2R w KQq - 3 10,f6f7,86,99,1040,mate mateIn1 oneMove opening,https://lichess.org/GPWc568w/black#18,Scotch_Game Scotch_Game_Other_variations
re2M1,838,2rq2k1/5ppp/p1p4n/2Q5/4r3/2N2R2/PP3PPP/3R2K1 b - - 1 23,d8d1 c3d1 e4e1,88,84,113,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/5LfiovZf#45,
4IXQq,838,3r2k1/7p/p7/1p2pB2/3b4/8/PPP3PP/R1K5 b - - 0 22,d4e3 c1b1 d8d1,106,91,480,backRankMate endgame mate mateIn2 short,https://lichess.org/1vXMWLGX#43,
GjMsL,838,7k/2p3pp/2r5/1N6/1Q1P1P2/3KBP2/1P5q/8 b - - 0 31,h2c2,80,73,45,endgame mate mateIn1 oneMove,https://lichess.org/7uxRKf4x#61,
mv3Li,838,3rkr2/1R6/2p5/p1R1pn1b/P3P2p/3q3P/1P3PK1/8 w - - 0 33,c5e5 f5e7 e5e7,79,91,888,mate mateIn2 middlegame short,https://lichess.org/i2npSoNI/black#64,
Dnz7p,838,r2r2k1/pp3ppp/4b3/2p1R3/2P5/1P6/P4PPP/RN4K1 b - - 0 17,d8d1 e5e1 d1e1,95,38,44,backRankMate endgame mate mateIn2 short,https://lichess.org/rUavUsAB#33,Ruy_Lopez Ruy_Lopez_Cozio_Defense
6DBD6,839,3R4/p4p2/1p1P2k1/7p/6pK/6P1/r6R/8 b - - 0 34,a2h2,115,79,26,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/jpm0sGM4#67,
CBBtQ,839,r2qkb1r/ppp1pbpp/8/4N3/3nn3/1QN5/PP3PPP/R1B1K2R w KQkq - 0 10,b3f7,99,94,558,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/bbXZGmoB/black#18,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
uoeku,839,3q1rk1/pb4b1/1p2p1Qp/5N2/2n5/2P3B1/PP3PPP/1B1R2K1 b - - 0 24,d8d1,93,91,635,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/TwgUAai2#47,
VM8Al,839,5B2/7p/p4pp1/6k1/6P1/1BRn1p1P/P5r1/7K b - - 7 51,d3f2,78,86,175,endgame mate mateIn1 oneMove,https://lichess.org/42oBb91Z#101,
Qtks5,839,2r2rk1/1bb1qp1p/2p1p1p1/1pPn2N1/1P6/2QBP3/1B3PPP/R4RK1 w - - 2 21,c3h8,111,67,66,mate mateIn1 middlegame oneMove,https://lichess.org/9HHR17RP/black#40,
isM9C,839,1Q1Q4/6pk/p5bp/8/P4K2/5pP1/4q3/8 b - - 8 49,e2e4,87,95,427,endgame master mate mateIn1 oneMove,https://lichess.org/MMsOOWSa#97,
jaauG,839,rnb2k2/ppp3pp/5q2/4r3/3Q4/8/PPP2RPP/RNB3K1 b - - 0 14,e5e1 f2f1 e1f1,107,94,359,fork mate mateIn2 middlegame short,https://lichess.org/xvrOXMZp#27,Russian_Game Russian_Game_Italian_Variation
okfvI,839,4R3/3PQ1bk/p5p1/5p2/1P1q3p/P6b/5P2/4R1K1 b - - 0 40,d4g4 g1h2 g4g2,77,86,386,endgame mate mateIn2 short,https://lichess.org/BrRc3ssN#79,
mcBo9,839,4r2k/ppp3pp/8/2n5/6P1/2P1P3/P3RbBq/R1BQ1K2 b - - 1 22,h2g1,78,81,110,mate mateIn1 middlegame oneMove,https://lichess.org/q74hzXn0#43,
prd35,839,r1k2b1r/1pp2p1p/p2p1p2/3P3q/Q3P3/2N2P2/PP4PP/R3K2R w KQ - 0 16,a4e8,79,100,816,mate mateIn1 middlegame oneMove,https://lichess.org/Wsur2wC9/black#30,Ponziani_Opening Ponziani_Opening_Other_variations
nOY86,839,6k1/5pp1/p3R3/1p1p2P1/3P1q1P/2r5/P3Q1K1/8 w - - 0 34,e6e8 g8h7 e2h5,92,93,1683,endgame mate mateIn2 short,https://lichess.org/O0vuVigH/black#66,
GWPty,839,3b2rk/pp1R3p/2q2N2/4pQ2/1p5P/8/PPP2P2/1K5R b - - 0 30,c6h1 d7d1 h1d1,83,94,336,hangingPiece mate mateIn2 middlegame queensideAttack short,https://lichess.org/qk05ib6N#59,
QarjY,839,r1b1r2k/ppp3p1/7p/3pn1qQ/3b4/3B2N1/P1P2PPP/1R2R1K1 w - - 0 18,h5e8,84,83,152,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GxkQP13q/black#34,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_French
IE5yQ,839,7r/2R5/p3R3/1p1p1p1r/3k4/1B4P1/PP6/6K1 b - - 0 36,h5h1 g1g2 h8h2 g2f3 h1f1,84,91,368,endgame exposedKing long mate mateIn3,https://lichess.org/cZmsvvpl#71,
GR7UL,839,5r2/6k1/4R1p1/2q1p3/1p6/3P2QP/1PP3P1/7K b - - 0 32,f8f1 h1h2 c5g1,108,96,661,endgame mate mateIn2 short,https://lichess.org/B04Wd0wP#63,
V2xQ2,839,4rrk1/ppp1q1pp/3p2b1/5P2/P1PN4/B1PQ1PPP/6B1/5K1R b - - 0 21,e7e1,108,95,250,mate mateIn1 middlegame oneMove,https://lichess.org/NMat28eh#41,
4xOQe,839,2r1k2r/pp1b1pp1/4p2p/8/qP4P1/5N2/1PBQ1P1P/2KR3R b k - 2 17,a4a1,77,85,115,mate mateIn1 middlegame oneMove,https://lichess.org/Q2CRTIri#33,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
tUAWp,839,6k1/2Rn4/4r1qp/1p2pN2/4P3/6Q1/1P3PPP/r3R1K1 b - - 2 29,a1e1,92,87,741,backRankMate hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/NojgyuOL#57,
apFlo,840,r3k2r/ppp2ppp/2nqB3/6B1/3p2n1/5N2/PPP2PPb/RN1QR2K b kq - 0 11,g4f2,91,94,858,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/UvxRsykV#21,Scotch_Game Scotch_Game_Scotch_Gambit
cD4aC,840,6k1/R4pp1/2p1p2p/8/2NP1QP1/p1P2P2/6PK/q2r4 b - - 2 33,d1h1 h2g3 a1e1,77,91,111,endgame mate mateIn2 short,https://lichess.org/rtPzkc8o#65,
rfJia,840,8/2p5/2rP2pk/1p6/4pq1P/8/1Q6/6K1 w - - 4 45,b2h8,89,97,1202,endgame mate mateIn1 oneMove,https://lichess.org/3Egg11VL/black#88,
OsJCS,840,r2qkb1r/pp1npppp/5n2/2p1Nb2/2B5/2P5/PP1P1PPP/RNBQK2R w KQkq - 3 7,c4f7,80,100,292,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/j7nij9U1/black#12,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation
Dck0D,840,2kr3r/pppn4/B7/3Q1ppp/3P4/6Pn/PPP3PP/R5RK b - - 0 23,h3f2,87,97,1275,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/wgOdWQLc#45,
9gfEK,840,8/p5pk/1p5B/1P1p4/P5PK/2Q2r1P/8/1q3b2 w - - 1 36,c3g7,99,95,1423,endgame mate mateIn1 oneMove,https://lichess.org/zyLqMsha/black#70,
WMH06,840,7k/pp5p/6r1/3qbp1Q/4p3/2P3PR/PP3P1P/6K1 w - - 0 31,h5h7,176,53,29,endgame mate mateIn1 oneMove,https://lichess.org/UgsBI7mg/black#60,
13IiG,840,3q2k1/1Q3ppp/1p2p3/2p1P3/2P5/1P5P/P2rr1PK/R4R2 w - - 3 28,b7f7 g8h8 f7f8 d8f8 f1f8,98,90,1219,backRankMate endgame long mate mateIn3,https://lichess.org/yDUFJdQW/black#54,
9WSW6,841,1N3r1k/p1p3pp/8/3q4/3p4/3Qn3/PP3PPP/2R3KR b - - 0 24,d5g2,78,88,81,mate mateIn1 middlegame oneMove,https://lichess.org/ZpMDpt90#47,
ZTQFA,841,r2qk2r/p2bbppn/2p5/n3p1N1/8/5Q2/PPPP1PPP/RNB1K2R w KQkq - 0 11,f3f7,86,76,207,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/kpCBceZo/black#20,Italian_Game Italian_Game_Two_Knights_Defense
6Hpa5,841,2N2rk1/3R1p1p/4p1p1/8/q5r1/2Q2K2/5P2/8 w - - 8 40,c8e7,113,96,70,endgame mate mateIn1 oneMove,https://lichess.org/3uBTGfqN/black#78,
iHRVD,841,5r2/7Q/1p1p1kpR/p1p1p3/P3q1R1/8/1PP2P2/2K5 b - - 0 32,e4e1,78,96,531,endgame mate mateIn1 oneMove,https://lichess.org/eWT55X3p#63,
JLZvM,841,5q2/pp3rkp/3p2p1/2pQp3/2P3P1/P2P4/1P2n1PP/1R3R1K b - - 2 27,f7f1 b1f1 f8f1,81,90,248,endgame kingsideAttack mate mateIn2 short,https://lichess.org/ZaAQOQ4e#53,
5nvYG,841,4R1nr/6kp/2p2r2/2qp2p1/6Q1/N1P5/PP3PPP/R5K1 b - - 5 24,c5f2 g1h1 f2f1 a1f1 f6f1,84,100,63,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/OX8MGn7k#47,
VCtZh,841,4r1k1/p3rp2/2pb2p1/3b2B1/PP1P2Q1/7P/5PP1/1R4K1 b - - 1 33,e7e1 b1e1 e8e1,141,85,27,mate mateIn2 middlegame short,https://lichess.org/rJVwqU0G#65,
mH3yz,841,6k1/5ppp/p7/1p6/1P2n3/q3PN1P/2Q2PPK/3r4 w - - 0 35,c2c8 d1d8 c8d8,102,95,1033,backRankMate endgame mate mateIn2 short,https://lichess.org/40RXcCBM/black#68,
w3N8n,841,r4rk1/p1p3pp/2p1p2q/3Pb3/N5Q1/1PP5/P4PPP/R4RK1 b - - 0 16,h6h2,78,100,158,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/L7GygblQ#31,Scotch_Game Scotch_Game_Classical_Variation
Picjj,841,r2qkb1r/ppp1pppp/2P2n2/8/6b1/2Q5/PPP2PPP/RNB1KB1R b KQkq - 2 7,d8d1,95,93,48,mate mateIn1 oneMove opening,https://lichess.org/Fj7X1LIZ#13,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
S5tMt,841,r6k/1r5p/2p3pQ/5p2/1p1Rn3/6qP/1PP3P1/3R3K w - - 6 31,d4d8 a8d8 d1d8,77,100,247,mate mateIn2 middlegame short,https://lichess.org/7dnC7HNA/black#60,
H7na5,841,r2qk1nr/pp3ppp/1bpp4/3Q4/2B1PB2/2N2n2/PPP4P/2KR3R w kq - 0 12,d5f7,81,62,248,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/6ToIj0Rw/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
WomPg,841,1r2r1k1/p3Rppp/5p2/p1Nb4/3P4/1PP3Q1/P2q1PPP/4R1K1 b - - 8 25,d2e1 e7e1 e8e1,83,90,146,kingsideAttack mate mateIn2 middlegame short xRayAttack,https://lichess.org/BZ1wfnMG#49,
kHLpS,841,r1b2rk1/pp4pp/2p1p3/2Pn2q1/2NP4/1Q1BPp2/PP3P1P/R4R1K b - - 3 18,g5g2,77,91,153,mate mateIn1 middlegame oneMove,https://lichess.org/jn9tXVLK#35,Queens_Gambit_Declined Queens_Gambit_Declined_Traditional_Variation
VCosJ,841,r2qkbnr/ppp3p1/2n4p/8/3p4/4P2P/PPPBP2P/R2QKBNR b KQkq - 0 11,d8h4,91,95,589,mate mateIn1 oneMove opening,https://lichess.org/foxIv5ZT#21,Zukertort_Opening Zukertort_Opening_Reversed_Mexican_Defense
Aip0H,841,r2q4/5p1k/6pn/p2pQNP1/P1p5/1pP4P/1P6/1B4K1 w - - 0 36,e5g7,77,100,103,endgame mate mateIn1 oneMove,https://lichess.org/1FHsSvgQ/black#70,
KSckX,841,r4rk1/p5p1/1pbqppn1/3p2NQ/3P4/2P3PP/PP3P2/R4RK1 w - - 0 19,h5h7,80,90,163,mate mateIn1 middlegame oneMove,https://lichess.org/Lt2o8E9N/black#36,Queens_Pawn_Game Queens_Pawn_Game_London_System
1bgfJ,842,r1b3k1/pp4p1/2p4p/2Pp4/8/3Bq3/PPQ3PP/5R1K w - - 0 20,d3h7 g8h8 f1f8,87,100,94,endgame mate mateIn2 short,https://lichess.org/0nO4IPCv/black#38,
BYfjM,842,3r1rk1/ppp2pp1/1bn4p/6Q1/8/1P2PNPq/PB3P1P/2R2RK1 w - - 0 18,g5g7,79,76,113,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aRDaBRZw/black#34,English_Opening English_Opening_Agincourt_Defense
vwqmr,842,2r2rk1/1p2bppp/p1b1p3/3qN3/3B2Q1/1PP3P1/P4P1P/R4RK1 b - - 4 18,d5h1,90,91,265,mate mateIn1 middlegame oneMove,https://lichess.org/uE9GEICs#35,Sicilian_Defense Sicilian_Defense_Old_Sicilian
g8Ppp,842,r4rk1/pppb2b1/2n2qQ1/3n2Np/8/5NB1/Pp4PP/1K1R3R w - - 1 19,g6h7,80,78,174,mate mateIn1 middlegame oneMove,https://lichess.org/yc4asRmm/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
RIvrf,842,7R/k3q1p1/ppp1r3/3pQ3/8/8/PP4K1/8 w - - 0 43,e5b8,104,100,21,endgame mate mateIn1 oneMove,https://lichess.org/aS117AdA/black#84,
opoJ1,842,3r1r1k/5ppp/p2p4/Pp3N1q/4PP2/1B2PnR1/1P5P/3Q2RK b - - 2 29,h5h2,75,100,207,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/vnDJjR5r#57,
TLE93,842,r2k4/1B1b2Qp/1p2r3/p7/8/8/PPP2PPP/5K2 b - - 0 30,d7b5 c2c4 b5c4 f1g1 e6e1,97,94,1313,backRankMate endgame long mate mateIn3,https://lichess.org/pWJVr8RF#59,
dEmQ4,842,8/p2R1ppk/1p2q2p/8/5n1P/P5P1/1P3P1K/3Q4 b - - 0 40,e6h3 h2g1 h3g2,102,95,620,endgame mate mateIn2 short,https://lichess.org/rfHjSgxI#79,
pWMwE,842,4R1B1/6p1/6kp/p5r1/Pp4P1/1P6/2b4P/6K1 w - - 5 43,e8e6,79,38,65,endgame mate mateIn1 oneMove,https://lichess.org/ZiY3qSXA/black#84,
oadbi,842,6k1/pp4p1/4prQp/3pq3/2p5/2P1PPR1/PP2K2P/8 w - - 5 29,g6g7,80,87,300,endgame mate mateIn1 oneMove,https://lichess.org/2Owk8RIl/black#56,
BoXaE,842,r4r1k/pbq2p2/1p3p1p/3pnQ2/8/2PB4/PP3PPP/R4RK1 w - - 4 19,f5h7,79,81,179,mate mateIn1 middlegame oneMove,https://lichess.org/owfIHEOv/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
6vGrY,842,1rbr2k1/4bppp/pq6/1ppnp3/2P5/3Q4/PPBP1PPP/R1B2RK1 w - - 0 18,d3h7 g8f8 h7h8,80,89,327,kingsideAttack mate mateIn2 opening short,https://lichess.org/M97esdwt/black#34,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
9dKJE,842,6k1/1p3pp1/p3p3/4Pn1p/1PNp4/8/1Rr1RPPP/6K1 b - - 0 24,c2c1 e2e1 c1e1,94,95,477,backRankMate endgame fork mate mateIn2 short,https://lichess.org/dOkSeKvB#47,
KV2DJ,843,r1b1k2r/ppp2ppp/3p1q2/2b1B3/2P1P3/2N4P/PP3PP1/R2QKB1R b KQkq - 0 10,f6f2,79,98,417,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/UnGdxLXN#19,Indian_Defense Indian_Defense_Budapest_Defense
gEu9j,843,2kr3r/ppq2pp1/2n5/1B1P3p/3P2n1/4B3/PP3PPN/R2Q1RK1 b - - 0 16,c7h2,77,100,100,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DJ71w5P3#31,Bishops_Opening Bishops_Opening_Philidor_Counterattack
1d2DW,843,r3q1k1/5p1p/1R2r1p1/8/8/P7/1Q3PPP/1R4K1 b - - 0 25,e6e1 b1e1 e8e1,83,79,73,endgame mate mateIn2 short,https://lichess.org/flU5UyuW#49,
TFZEm,843,6k1/1p1q3p/p2p1r2/2pP4/4R1b1/1P3rB1/1Q4NP/4R2K b - - 3 35,f3f1 e1f1 f6f1,79,100,69,backRankMate mate mateIn2 middlegame short,https://lichess.org/eNia9uxy#69,
UKyx5,843,2Q5/2P5/4ppk1/6p1/2Q3Kp/1P3P1P/3r2P1/R7 b - - 0 40,d2g2,106,86,33,endgame mate mateIn1 oneMove,https://lichess.org/wCVam1mq#79,
qlvlZ,843,1r4k1/2RR1pp1/p3pnNp/3b4/5N2/6P1/4PP1P/6K1 b - - 2 26,b8b1 c7c1 b1c1,83,74,135,mate mateIn2 middlegame short,https://lichess.org/ibJebEGh#51,
tYPGt,843,rnbq1bnr/ppp1k1p1/3p1p1p/4p2Q/2B1P3/2N5/PPPP1PPP/R1B1K1NR w KQ - 2 6,h5f7,79,74,145,mate mateIn1 oneMove opening,https://lichess.org/2Is5Ypjy/black#10,Vienna_Game Vienna_Game_Other_variations
WEmP1,843,2kr3r/p1q3pp/b1p1p3/2N2p2/P2P2n1/5N2/1PP2PPb/R1BQR2K b - - 0 14,g4f2,78,100,72,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/nQmrl9lH#27,Sicilian_Defense Sicilian_Defense_French_Variation
jXiay,843,rnb1kb1r/pp2pppp/8/3p2B1/3q4/8/PPQ1PPPP/R3KBNR w KQkq - 0 8,c2c8,79,88,248,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/nLGsHVoR/black#14,Slav_Defense Slav_Defense_Other_variations
vfq7y,843,rn1qkb1r/pppbp1p1/7p/3P2B1/3P4/4PP2/PPQ2P1P/R3KB1R w KQkq - 0 11,c2g6,80,100,80,mate mateIn1 oneMove opening,https://lichess.org/08S1zxm3/black#20,Dutch_Defense Dutch_Defense_Normal_Variation
zelDD,843,k5r1/1R2R3/p2N4/3Pn2p/3b4/7P/P7/7K b - - 0 38,g8g1 h1h2 e5f3,76,53,92,endgame mate mateIn2 short,https://lichess.org/uMmdD3ol#75,
K3ysl,843,3r1rk1/1p4pp/1qp5/p3Np1b/4pP2/1P4QP/P6K/4R1R1 w - - 0 29,g3g7,126,87,38,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/sSGdmCXQ/black#56,
zCjPr,843,6b1/4R2p/p1p3pk/8/5PPK/2Pr4/6P1/8 w - - 3 44,g4g5,76,88,117,endgame master mate mateIn1 oneMove,https://lichess.org/ZPb17CcD/black#86,
iJdVA,843,r4Bk1/pp5p/1q1pp1p1/8/4PP2/2P5/P1PQ2PP/K2n3R b - - 0 18,b6b2,80,98,396,endgame mate mateIn1 oneMove,https://lichess.org/hOiyiOg9#35,Sicilian_Defense Sicilian_Defense_Dragon_Variation
LQfow,844,7k/1b4bp/2p1P1p1/1p1n4/1p1P4/1P1B2Q1/P5PP/3qB1K1 w - - 3 30,g3b8 b7c8 b8c8 g7f8 c8f8,90,91,466,fork long mate mateIn3 middlegame,https://lichess.org/xe24mKGQ/black#58,
8086W,844,3rkbnr/pp3ppp/4b3/6B1/1n6/2N2N2/PP2PPPP/R3KB1R b KQk - 3 10,b4c2,76,98,603,mate mateIn1 oneMove opening,https://lichess.org/LTlTUeG1#19,Tarrasch_Defense Tarrasch_Defense_von_Hennig_Gambit
vOmvZ,844,r1b2r2/4bkpB/1q2pn2/p2p3p/3p1B1P/2P5/PPQ2PP1/R3K2R w KQ - 0 18,c2g6,109,100,26,mate mateIn1 middlegame oneMove,https://lichess.org/0KrdhPII/black#34,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
ZkryV,844,5rk1/pp3pb1/8/6pQ/2p3P1/8/PPq3P1/K1R4R b - - 2 30,c2b2,89,90,272,endgame mate mateIn1 oneMove,https://lichess.org/NrRbYyff#59,
vLZlw,844,r1b1k2r/p1p2ppp/2p5/3p4/3Np1n1/1P1PP3/PBP1K1P1/RN1QR2q b kq - 7 16,h1g2,83,70,80,mate mateIn1 oneMove opening,https://lichess.org/5AyOiKNK#31,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
37fLZ,844,7k/2q3bp/1p1p2p1/pQ1B4/P3P3/7P/6P1/7K w - - 5 32,b5e8 g7f8 e8f8,161,88,24,endgame mate mateIn2 short,https://lichess.org/83nIwvtH/black#62,
2tvBo,844,2b1q1k1/Q6p/1p4nB/5p2/3p4/4P3/PP3PPP/6K1 w - - 0 29,a7g7,105,60,38,endgame mate mateIn1 oneMove,https://lichess.org/C7G70B5Y/black#56,
gqhIf,844,r2qk2r/ppp2ppp/1b4n1/3QP3/2B2P2/8/PP3P1P/R1B1K2R w KQkq - 1 14,d5f7,79,100,302,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/dfd4G78U/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
6HeDO,844,r1q1r3/1pp1Q1pk/p6p/4Bp2/2PP4/8/PP3KPP/3R4 w - - 5 22,e7g7,84,76,78,endgame mate mateIn1 oneMove,https://lichess.org/VTGHetUv/black#42,
D2tz0,844,r4rk1/p1p2pp1/2q1pn2/1N2P2p/8/2P3Pb/PP2BP2/R1BQ1RK1 b - - 0 20,c6g2,81,69,50,mate mateIn1 middlegame oneMove,https://lichess.org/vWgf36Qt#39,
fEtR5,844,k2r4/pp3ppp/8/8/8/1NPp4/Pq1B2PP/RN1KR3 b - - 1 24,b2c2,87,89,578,mate mateIn1 middlegame oneMove,https://lichess.org/c9basjcZ#47,
xqOkl,844,r1b5/2p2pk1/np1p2p1/3Pp3/2P1PN2/pP2QP2/P6q/1K1R1BN1 b - - 0 24,h2b2,79,86,64,mate mateIn1 middlegame oneMove,https://lichess.org/S0OUA31d#47,
mMTVk,844,3kr2r/ppp2ppp/8/n4B2/2Pp4/8/PP3PPP/3RR1K1 w - - 3 17,d1d4,79,98,1354,endgame mate mateIn1 oneMove,https://lichess.org/lXFmTC0Y/black#32,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
9sc8c,844,r1bq2nr/ppp1k1pp/1bnp4/6NQ/3PP3/8/PP3PPP/RNB1K2R w KQ - 4 10,h5f7,81,99,1008,mate mateIn1 oneMove opening,https://lichess.org/h54nbuZ9/black#18,Italian_Game Italian_Game_Classical_Variation
gXCKV,844,3r2k1/p4ppp/1p3n2/8/1B4r1/6P1/PPP4P/2KR4 w - - 0 28,d1d8 f6e8 d8e8,140,38,11,backRankMate endgame mate mateIn2 short,https://lichess.org/s4jUqEfk/black#54,
FdHoK,844,2r2rkb/1p2np2/p3p1pP/3pP3/3P4/2qBP2Q/7R/3R2K1 w - - 1 27,h6h7 g8g7 h3h6,90,95,1172,advancedPawn kingsideAttack mate mateIn2 middlegame short,https://lichess.org/pK5s8VwH/black#52,
SfwiT,844,6k1/5ppp/p1q1p3/QrppP3/R1b5/P3B2P/2P2PP1/6K1 w - - 2 27,a5d8 c6e8 d8e8,110,94,1474,endgame kingsideAttack mate mateIn2 short,https://lichess.org/8qrQHAnY/black#52,
G1SJN,845,6k1/p4p2/6pp/1p3P2/1Np5/P4Q1P/4n1PK/1B1q4 b - - 4 40,d1g1,77,100,130,endgame master mate mateIn1 oneMove,https://lichess.org/kIbaFTFt#79,
Scx3n,845,3R4/pbN3pk/1p6/4r1Pp/8/8/PP3r1P/2K3R1 w - - 2 28,g5g6 h7h6 d8h8,96,95,656,endgame master mate mateIn2 short,https://lichess.org/j92uWfwE/black#54,
ll6jE,845,3r2k1/5pp1/3p1q1p/2p5/4P3/P2Q4/1r3PPP/R2R2K1 b - - 1 23,f6f2 g1h1 f2g2,77,100,608,endgame mate mateIn2 short,https://lichess.org/PGvLjJdP#45,
EVAFl,845,B1b2rk1/3p1ppp/p2bp3/4q3/8/P7/1P1B1PPP/R2Q1RK1 b - - 0 17,e5h2,86,83,53,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4iyYylFs#33,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
dpsm5,845,rqb2k1r/bp3pp1/p7/4P1Q1/4pP2/2P5/PP4PP/R1B2R1K w - - 0 20,g5d8,76,97,742,master mate mateIn1 middlegame oneMove,https://lichess.org/RM7lGxjB/black#38,
LUsSk,845,3r2k1/5ppp/5b2/2R1p3/2P1P3/1P3N2/5PPP/6K1 b - - 0 21,d8d1 f3e1 d1e1,110,41,62,backRankMate endgame mate mateIn2 short,https://lichess.org/tBqHndRv#41,
nDGhM,845,8/ppR2p1p/P5k1/4B3/3Pn3/1r6/6PP/6K1 b - - 0 30,b3b1 c7c1 b1c1,92,89,61,endgame mate mateIn2 short,https://lichess.org/obQNaqGZ#59,
